// Reference=MNI
// NullExp_001: 1 
// Subjects=38 
62.0	-60.0	-10.0
-8.0	-74.0	-50.0
-52.0	-36.0	44.0
-16.0	-16.0	2.0
-10.0	-68.0	-34.0

// NullExp_029: 1 
// Subjects=33 
34.0	56.0	-10.0
-4.0	-90.0	12.0

// NullExp_030: 1 
// Subjects=44 
8.0	40.0	-16.0
-8.0	-50.0	-6.0
-48.0	-34.0	16.0
-22.0	56.0	0.0
-4.0	-74.0	-2.0
-44.0	48.0	-16.0
32.0	18.0	-38.0
-40.0	52.0	4.0
52.0	-6.0	-40.0
-38.0	20.0	-42.0
-12.0	-22.0	-8.0
42.0	42.0	12.0
50.0	-60.0	-16.0
-26.0	-84.0	-32.0
-46.0	-2.0	-32.0
-54.0	-44.0	-8.0
32.0	12.0	-18.0
-4.0	58.0	-16.0
-2.0	-26.0	44.0
10.0	42.0	-26.0
-8.0	68.0	-6.0
-2.0	-66.0	50.0
-38.0	-76.0	-26.0
-20.0	34.0	-12.0
-32.0	60.0	-2.0
16.0	-62.0	-20.0
44.0	38.0	-4.0
-28.0	-22.0	-28.0
62.0	-52.0	-24.0

// NullExp_031: 1 
// Subjects=10 
-14.0	-54.0	-48.0
4.0	-24.0	-24.0
24.0	-76.0	-26.0
-30.0	2.0	62.0
6.0	42.0	14.0
-14.0	-80.0	8.0
38.0	28.0	24.0
-32.0	-46.0	-38.0
-34.0	-72.0	38.0
-34.0	-68.0	-42.0
36.0	-56.0	-52.0
-10.0	-54.0	68.0
-46.0	-28.0	-4.0
-16.0	-90.0	44.0
32.0	-34.0	-20.0
48.0	-24.0	-26.0
-16.0	-44.0	-38.0

// NullExp_032: 1 
// Subjects=44 
34.0	22.0	-44.0
-24.0	-2.0	2.0
54.0	-54.0	-36.0
8.0	-82.0	-12.0
-18.0	-60.0	-62.0
34.0	6.0	30.0
-62.0	0.0	-6.0
-2.0	-66.0	8.0
-2.0	32.0	20.0
-12.0	16.0	-28.0
-52.0	-50.0	50.0
2.0	-4.0	-2.0

// NullExp_033: 1 
// Subjects=30 
-16.0	-76.0	60.0
-2.0	-66.0	62.0
-64.0	-42.0	18.0
12.0	-76.0	-8.0
18.0	-52.0	-16.0
-28.0	-58.0	-34.0

// NullExp_034: 1 
// Subjects=32 
2.0	-30.0	-20.0

// NullExp_035: 1 
// Subjects=66 
10.0	54.0	20.0
-64.0	-44.0	-20.0
-46.0	-58.0	42.0
-38.0	20.0	-24.0
-10.0	-24.0	-4.0
-36.0	20.0	6.0
54.0	-72.0	-6.0
24.0	-58.0	-58.0
-52.0	-62.0	8.0
30.0	40.0	30.0
-4.0	-58.0	-8.0
-42.0	10.0	-48.0
4.0	-20.0	-2.0
-56.0	-6.0	-4.0
22.0	60.0	12.0
44.0	2.0	-14.0
44.0	44.0	4.0

// NullExp_036: 1 
// Subjects=18 
34.0	2.0	4.0

// NullExp_037: 1 
// Subjects=26 
46.0	-78.0	-12.0
-28.0	-36.0	60.0
-48.0	-76.0	-10.0
-40.0	-22.0	68.0
-48.0	-80.0	-6.0
-32.0	2.0	64.0
-30.0	-68.0	-48.0
-22.0	10.0	-46.0
0.0	-14.0	-2.0
-4.0	44.0	2.0
56.0	-34.0	-24.0
30.0	16.0	-30.0
-34.0	-46.0	-42.0

// NullExp_038: 1 
// Subjects=14 
-66.0	4.0	20.0

// NullExp_039: 1 
// Subjects=50 
-38.0	10.0	30.0
-62.0	-44.0	-18.0
16.0	62.0	10.0
28.0	-10.0	-26.0
-70.0	-22.0	30.0
-16.0	-44.0	52.0
-14.0	-100.0	12.0
-12.0	30.0	28.0
-52.0	8.0	18.0
-4.0	46.0	-12.0
46.0	20.0	48.0
-2.0	8.0	48.0

// NullExp_040: 1 
// Subjects=64 
-14.0	-76.0	62.0
-20.0	-74.0	62.0
56.0	-4.0	-32.0
62.0	-18.0	-28.0
62.0	-60.0	-8.0
-22.0	-48.0	-32.0
-8.0	-22.0	44.0
36.0	20.0	-8.0
52.0	28.0	28.0
-30.0	-72.0	28.0
-10.0	-40.0	70.0
64.0	-42.0	-4.0

// NullExp_041: 1 
// Subjects=64 
10.0	30.0	-20.0
-8.0	-60.0	64.0
-48.0	12.0	46.0
50.0	36.0	-20.0
10.0	-28.0	-4.0
-6.0	30.0	36.0
-4.0	-8.0	42.0
30.0	-62.0	-6.0
-24.0	-34.0	74.0
24.0	-2.0	-46.0
2.0	-20.0	-20.0
38.0	4.0	-24.0
12.0	-26.0	-8.0

// NullExp_042: 1 
// Subjects=14 
-52.0	-30.0	28.0
-52.0	-8.0	-36.0
44.0	-44.0	-44.0
-40.0	2.0	42.0
40.0	-14.0	-28.0
10.0	44.0	-24.0
4.0	36.0	8.0
2.0	4.0	2.0
-50.0	20.0	-2.0
-32.0	-4.0	10.0
6.0	18.0	12.0
10.0	-86.0	-18.0
-40.0	2.0	50.0
-30.0	6.0	-14.0
-8.0	-22.0	-36.0
-44.0	-48.0	-44.0
34.0	52.0	22.0
-40.0	52.0	16.0
16.0	-54.0	-54.0
-38.0	-70.0	-20.0
-24.0	-64.0	-12.0
-26.0	60.0	26.0

// NullExp_043: 1 
// Subjects=28 
-58.0	-54.0	26.0
36.0	24.0	8.0
40.0	-42.0	-20.0
62.0	-32.0	-10.0
24.0	-82.0	-26.0
6.0	40.0	-24.0
-12.0	-18.0	-36.0

// NullExp_044: 1 
// Subjects=66 
24.0	-22.0	-20.0
34.0	-68.0	-24.0
20.0	-54.0	-10.0
-52.0	-62.0	-10.0
28.0	-92.0	-10.0
-2.0	24.0	24.0
-6.0	16.0	56.0
-58.0	-54.0	22.0
-36.0	-66.0	-10.0
-36.0	-24.0	-10.0
-48.0	-14.0	20.0
-36.0	18.0	-34.0
-32.0	-94.0	-14.0
-58.0	-48.0	20.0
30.0	18.0	10.0
-24.0	-16.0	70.0
-42.0	-12.0	-4.0

// NullExp_045: 1 
// Subjects=22 
56.0	8.0	-2.0
34.0	-32.0	-26.0
44.0	-56.0	-30.0
42.0	28.0	6.0
40.0	16.0	60.0
56.0	-18.0	-34.0
54.0	-56.0	-20.0
12.0	-44.0	-34.0
-40.0	-36.0	40.0
-6.0	-44.0	36.0
34.0	18.0	28.0
38.0	-22.0	-28.0
8.0	14.0	40.0
-62.0	-2.0	-12.0
-16.0	-36.0	-12.0
-18.0	-72.0	56.0
-14.0	6.0	62.0
18.0	10.0	60.0
-16.0	-60.0	16.0
28.0	-10.0	-10.0

// NullExp_046: 1 
// Subjects=33 
-22.0	-64.0	24.0
-38.0	-58.0	-46.0
-58.0	2.0	-20.0
-46.0	-66.0	-28.0
-42.0	-48.0	-42.0
-30.0	40.0	-12.0
-44.0	-52.0	-44.0
-14.0	-8.0	12.0
54.0	16.0	-12.0
-6.0	-8.0	58.0
-4.0	-14.0	72.0
0.0	24.0	62.0
-6.0	20.0	36.0
54.0	12.0	-32.0
-62.0	-48.0	0.0
-52.0	20.0	-4.0
-22.0	-100.0	18.0
40.0	44.0	-18.0
-4.0	64.0	-6.0
-4.0	-20.0	24.0
40.0	58.0	14.0
-28.0	-68.0	8.0
26.0	-10.0	-22.0
-4.0	-20.0	44.0

// NullExp_047: 1 
// Subjects=38 
32.0	4.0	-10.0
-10.0	-2.0	38.0
-28.0	36.0	30.0
-4.0	-24.0	14.0
-46.0	32.0	-8.0
16.0	14.0	68.0
16.0	-66.0	-4.0
-46.0	44.0	-18.0
10.0	48.0	-6.0
22.0	42.0	32.0
-6.0	18.0	42.0
20.0	-24.0	-24.0

// NullExp_048: 1 
// Subjects=22 
-10.0	-36.0	-36.0
-48.0	-28.0	2.0
-40.0	6.0	8.0
-48.0	-18.0	-14.0
-22.0	-92.0	-10.0
-28.0	18.0	-14.0
-42.0	46.0	-18.0
14.0	-48.0	-62.0
30.0	42.0	40.0
-18.0	-62.0	14.0
-46.0	-70.0	-10.0
-38.0	-50.0	-60.0
58.0	-26.0	-12.0

// NullExp_049: 1 
// Subjects=14 
-12.0	-94.0	20.0
-14.0	-14.0	2.0
-26.0	-12.0	-24.0

// NullExp_050: 1 
// Subjects=64 
20.0	-60.0	-8.0
-48.0	-54.0	28.0
-10.0	-16.0	70.0
-4.0	-16.0	-4.0
34.0	40.0	24.0
-36.0	42.0	34.0

// NullExp_051: 1 
// Subjects=33 
-4.0	22.0	6.0
-18.0	-56.0	74.0
-24.0	-62.0	18.0
50.0	12.0	-14.0
52.0	-34.0	-16.0
-10.0	-70.0	4.0
20.0	44.0	36.0
-40.0	-20.0	-28.0
54.0	14.0	-16.0
34.0	-48.0	-44.0
-24.0	68.0	-8.0
34.0	60.0	-12.0
-32.0	-58.0	-24.0
-22.0	-2.0	6.0
10.0	-84.0	-30.0
-16.0	64.0	-10.0
-36.0	-38.0	-28.0

// NullExp_052: 1 
// Subjects=30 
-36.0	-22.0	18.0
-26.0	6.0	-26.0
-48.0	-2.0	58.0
40.0	-12.0	-48.0
-40.0	24.0	46.0
-16.0	-64.0	-60.0
48.0	-44.0	-44.0
-30.0	-28.0	18.0
-52.0	20.0	14.0
-42.0	46.0	-20.0
-24.0	32.0	48.0
-60.0	-50.0	24.0
58.0	6.0	6.0
24.0	-76.0	-40.0
-20.0	-36.0	-38.0
-56.0	-16.0	-26.0
-6.0	18.0	-12.0
-26.0	-22.0	-6.0
-22.0	-102.0	4.0
-64.0	-40.0	-8.0

// NullExp_053: 1 
// Subjects=10 
-6.0	-36.0	-48.0
22.0	-2.0	-16.0
-34.0	-4.0	46.0
58.0	-56.0	-16.0
-38.0	26.0	-16.0
-32.0	-78.0	-36.0

// NullExp_054: 1 
// Subjects=30 
24.0	-80.0	-10.0
-44.0	-64.0	-46.0
-34.0	10.0	-30.0
-44.0	-40.0	52.0
22.0	-2.0	-32.0
-48.0	-54.0	58.0

// NullExp_055: 1 
// Subjects=22 
-10.0	-30.0	-34.0
2.0	-56.0	-52.0
-46.0	30.0	20.0
-38.0	-52.0	66.0
16.0	40.0	46.0
-40.0	-44.0	40.0
56.0	40.0	-6.0
18.0	-80.0	-30.0
56.0	2.0	-34.0
-6.0	-42.0	-34.0
28.0	-12.0	-28.0
14.0	16.0	4.0
16.0	2.0	-14.0
-22.0	44.0	44.0
-60.0	-50.0	32.0
18.0	8.0	22.0
-40.0	-62.0	46.0
0.0	38.0	18.0
42.0	-86.0	-16.0
-32.0	36.0	44.0
-44.0	-74.0	34.0
-34.0	-74.0	28.0
0.0	-48.0	-12.0
20.0	62.0	0.0
-14.0	-72.0	6.0
4.0	-42.0	-64.0
-2.0	18.0	0.0
-44.0	4.0	56.0
14.0	-48.0	-8.0
44.0	2.0	46.0
2.0	48.0	2.0
-64.0	-6.0	-2.0
44.0	-44.0	-16.0
-10.0	-70.0	-54.0
20.0	-86.0	-34.0
-28.0	-34.0	-34.0
50.0	48.0	-4.0
14.0	-56.0	-6.0
18.0	-84.0	-20.0
-56.0	-42.0	-10.0
8.0	-62.0	-24.0
-8.0	-88.0	6.0

// NullExp_056: 1 
// Subjects=44 
-30.0	30.0	-2.0
-62.0	-50.0	24.0
-38.0	-36.0	52.0
0.0	-16.0	-28.0
16.0	-40.0	-34.0
20.0	-4.0	-8.0
-24.0	16.0	46.0
-16.0	-44.0	-26.0
32.0	28.0	4.0
-8.0	10.0	48.0
24.0	4.0	50.0
44.0	14.0	-8.0
-16.0	-38.0	-38.0
-16.0	-78.0	28.0
-50.0	-42.0	0.0
-46.0	-70.0	0.0
-56.0	-52.0	-2.0
-6.0	-56.0	-44.0
-20.0	10.0	-12.0
-8.0	28.0	-14.0
54.0	-50.0	-14.0
-30.0	26.0	-4.0

// NullExp_057: 1 
// Subjects=26 
-24.0	-90.0	10.0
22.0	-18.0	-16.0

// NullExp_058: 1 
// Subjects=22 
-44.0	-14.0	-38.0
-54.0	-60.0	-12.0
0.0	22.0	-14.0
-52.0	14.0	20.0
12.0	54.0	40.0
-18.0	68.0	14.0
-30.0	-56.0	-2.0
-50.0	-70.0	20.0
-18.0	38.0	50.0
-18.0	50.0	42.0
-28.0	-58.0	-28.0
-38.0	-50.0	-22.0
-16.0	18.0	-2.0
-22.0	52.0	16.0
16.0	-42.0	-16.0
-50.0	-28.0	-8.0
4.0	30.0	-10.0
-40.0	-54.0	58.0
28.0	-70.0	-18.0
-40.0	52.0	26.0
-30.0	-52.0	-60.0
18.0	36.0	54.0
-54.0	-36.0	48.0
-50.0	-32.0	46.0
44.0	4.0	54.0
-52.0	-46.0	28.0
-42.0	-32.0	-24.0

// NullExp_059: 1 
// Subjects=18 
-8.0	4.0	46.0

// NullExp_060: 1 
// Subjects=26 
56.0	-50.0	-12.0
44.0	30.0	28.0
-44.0	-54.0	-6.0
36.0	20.0	46.0
-46.0	-82.0	30.0
12.0	6.0	42.0
-40.0	52.0	12.0
-14.0	-10.0	74.0
-18.0	-14.0	30.0
-10.0	-38.0	-6.0
28.0	-52.0	-32.0
-6.0	-76.0	24.0
36.0	32.0	50.0
-6.0	-72.0	-48.0
50.0	24.0	32.0
-44.0	12.0	-8.0
30.0	-4.0	-8.0
14.0	16.0	-2.0
-42.0	-78.0	34.0
-36.0	-70.0	44.0

// NullExp_061: 1 
// Subjects=38 
-54.0	-56.0	20.0
-20.0	42.0	42.0
4.0	44.0	2.0
-8.0	38.0	-18.0
-18.0	-78.0	40.0
-8.0	-100.0	20.0
42.0	14.0	-36.0
44.0	-60.0	-18.0
2.0	52.0	42.0

// NullExp_062: 1 
// Subjects=14 
44.0	32.0	36.0
-66.0	-6.0	30.0
-54.0	12.0	-32.0
14.0	24.0	30.0
26.0	-90.0	-18.0
-20.0	-100.0	-2.0
10.0	-62.0	-44.0
-48.0	-68.0	0.0
-18.0	-46.0	74.0
-42.0	-48.0	62.0
-34.0	-64.0	54.0
-2.0	2.0	48.0
-66.0	-10.0	-8.0

// NullExp_063: 1 
// Subjects=33 
-58.0	-36.0	-4.0
28.0	-12.0	-24.0
-56.0	28.0	26.0
-4.0	-8.0	62.0
48.0	-56.0	-32.0
-16.0	-80.0	-20.0
-58.0	-62.0	22.0
-34.0	-52.0	-56.0
38.0	50.0	0.0

// NullExp_064: 1 
// Subjects=50 
-4.0	-52.0	58.0
-28.0	24.0	58.0
-46.0	-78.0	-10.0
-6.0	-56.0	-4.0
-20.0	-46.0	-56.0
-64.0	-4.0	18.0
50.0	42.0	10.0
-28.0	-48.0	64.0
-24.0	-74.0	-6.0
-12.0	10.0	46.0
-36.0	-16.0	-42.0
-4.0	-46.0	-16.0
30.0	-14.0	-10.0

// NullExp_065: 1 
// Subjects=64 
16.0	-80.0	-50.0
-4.0	18.0	-10.0
-4.0	-98.0	-4.0
-2.0	-4.0	66.0
-58.0	-14.0	8.0
50.0	30.0	10.0
-16.0	-2.0	76.0
46.0	12.0	-42.0
14.0	40.0	14.0
-52.0	38.0	-4.0
-32.0	-56.0	42.0
10.0	-12.0	-8.0
-22.0	36.0	34.0
-36.0	22.0	48.0
22.0	64.0	0.0
-6.0	-72.0	64.0
64.0	-10.0	-18.0
-42.0	-56.0	-34.0
-20.0	56.0	28.0
-54.0	-32.0	-30.0
-62.0	-10.0	6.0
-58.0	-8.0	32.0
-4.0	-16.0	34.0
-10.0	0.0	38.0
-2.0	-84.0	-14.0
-20.0	54.0	-16.0
24.0	70.0	4.0

// NullExp_066: 1 
// Subjects=26 
-26.0	-36.0	-18.0
-48.0	-12.0	12.0
0.0	-28.0	-14.0

// NullExp_067: 1 
// Subjects=18 
24.0	12.0	8.0

// NullExp_068: 1 
// Subjects=29 
-40.0	16.0	-20.0
-40.0	18.0	40.0
-66.0	-56.0	6.0
50.0	22.0	42.0
18.0	-14.0	-10.0
-32.0	50.0	16.0
-10.0	6.0	44.0
-16.0	-86.0	-16.0
-40.0	54.0	-18.0
-32.0	-34.0	-20.0
-24.0	40.0	44.0
20.0	72.0	-6.0
-26.0	54.0	22.0
-44.0	-2.0	-32.0
-56.0	36.0	-2.0
-62.0	-38.0	-10.0
22.0	-6.0	-4.0
-24.0	-40.0	64.0
34.0	-78.0	-44.0
40.0	-84.0	-6.0
-24.0	10.0	-2.0
-40.0	-20.0	8.0
-66.0	-56.0	2.0
-44.0	-44.0	62.0

// NullExp_069: 1 
// Subjects=66 
-60.0	6.0	-26.0
-54.0	-74.0	14.0
26.0	10.0	-14.0
-18.0	-8.0	-16.0
-44.0	-14.0	56.0
-4.0	14.0	32.0
-42.0	18.0	4.0
6.0	-82.0	-28.0
-42.0	24.0	8.0
-14.0	-64.0	18.0
-16.0	-38.0	-22.0
-18.0	6.0	-42.0
-52.0	8.0	8.0

// NullExp_070: 1 
// Subjects=54 
-28.0	40.0	-16.0
-24.0	-68.0	10.0
4.0	-22.0	-30.0
-32.0	46.0	-20.0
16.0	22.0	-26.0
-26.0	-92.0	-14.0
-46.0	-4.0	-18.0
-28.0	-44.0	64.0
52.0	-48.0	-10.0

// NullExp_071: 1 
// Subjects=18 
14.0	62.0	-10.0
26.0	34.0	36.0
-26.0	0.0	-34.0
40.0	14.0	-18.0
-22.0	-4.0	72.0
-38.0	-82.0	-26.0
54.0	24.0	36.0
-34.0	-62.0	42.0
-12.0	-64.0	52.0
-30.0	-68.0	-8.0
16.0	-86.0	-36.0
10.0	-46.0	-10.0
4.0	38.0	58.0
-62.0	-50.0	24.0
42.0	-28.0	-20.0
46.0	-8.0	-42.0
-36.0	-46.0	-46.0
-26.0	-16.0	-10.0
-56.0	-56.0	-20.0
-18.0	22.0	8.0
-36.0	16.0	48.0
-60.0	0.0	26.0

// NullExp_072: 1 
