// Reference=MNI
// Koelsch S, 2002: Modulation vs. In-Key
// Subjects=10
-3.84	5.51	52.39
5.79	9.08	56.44
-46.69	-71.57	9.16
52.69	-64.37	10.76
62.31	-35.79	21.64
-32.5	-51.94	55.31
-17.45	-63.05	61.64
28.35	-45.66	48.5
-34.19	-56.26	-27.95
24.6	-49.13	-23.65
-12.82	-18.72	-12.39
-35.78	-15.41	60.09
-3.83	3.48	53.68
4.73	6.96	56.63
-46.67	-68.14	12.22
52.7	-65.43	10.85
63.38	-35.79	21.62
-35.28	-55.29	-29.14
18.19	-46.88	-21.53

// Ishai A, 2000: Faces > Houses and Chairs, Photos and Line Drawings
// Subjects=12
-34	-81	-25
41	-82	-15
-39	-64	-28
41	-60	-20
-53	-53	1
51	-59	18

// Nobre A C, 1997: Same-Side vs. Baseline
// Nobre A C, 1997: Right - Rest
// Nobre A C, 1997: Left - Rest
// Subjects=6
1.74	11.11	52.55
12.59	15.82	56.39
10.23	23.08	42.26
47.03	4.06	43.52
49.23	-6.57	44.53
-41.62	5.46	40.41
-22.56	-27.99	3.05
38.55	-67	41.73
64.13	-49.84	17.18
13.93	-82.24	-28.06
42.72	1.92	43.8
46.96	7.9	38.66
51.19	16.01	33.3
-45.93	3.32	40.69
-39.42	-5.17	41.42
40.66	-69.53	37.46
38.52	-58.49	40.89
-26.71	-63.96	8.92
64.13	-49.84	17.18
59.79	-60.9	13.87
-41.89	-57.84	6.33
-42.14	51.89	8.93
47.03	4.06	43.52
46.91	20.66	37.39
-42.18	1.31	-4
38.55	-67	41.73
59.82	-54.11	17.68
63.95	-48.96	3.65

// Paradis A L, 2000: Random - Static
// Subjects=9
-51	-72	3
-27	-81	15
-12	-81	-3
-24	-66	-12
45	-54	6
27	-84	0
21	-66	-6

// Papathanassiou D, 2000: Story - Rest
// Papathanassiou D, 2000: Conjunction analysis
// Subjects=8
-58	-18	4
-60	-32	4
-58	0	-10
-50	10	-12
-44	4	-18
-38	12	-26
-46	-16	-28
-46	-4	-34
-58	-10	-34
58	-16	2
54	8	-16
42	12	-30
40	20	-32
58	-56	14
-24	-80	-30
26	-78	-34
-58	-36	6
-52	6	-6
-52	18	-20
-56	26	0
-60	14	10
-46	-6	-32
-44	-16	-26
-36	16	0
-40	8	32
62	4	-6
66	-10	8
56	30	-12
62	22	2
70	-22	-2
64	-36	10
70	-28	10
64	-50	12
44	-36	10
18	-78	-40
26	-78	-36
10	-66	-30

// Winstein C J, 1997: Movement-Related Brain Areas During Reciprocal Aiming
// Subjects=6
-5.84	-17.17	62.12
-30.41	-20.58	61.57
-28.22	-45.31	58.05
-36.85	-26.42	55.45
-5.91	-20.14	51.22
-18.59	-69.29	49.91
-57.46	-4.44	24.85
65.48	-44.92	13.44
-19.03	-20.05	12.33
-41.41	-39.3	13.09
14.06	-14.65	10.38
-25.54	-2.36	7.58
-21.29	-9.2	1.41
-40.32	-71.96	3.55
-6.11	-78.18	2.56
-9.55	-22.42	-5.42
2.19	-25.86	-9.73
42.97	-72.14	-6.32
5.47	-57.99	-12.65

// Shergill S S, 2002: Greater Activation with Faster Rate
// Subjects=8
-54	32	22
58	-4	42
66	-50	12
-28	-16	-8
-26	-82	42

// Paus T, 1993: Group 2 Normals
// Subjects=9
28.23	6.93	54.13
-8.09	3.54	54.83
30.55	-57.02	52.78
-19.66	-57.24	54.49
4.67	-88.18	9.96
44.05	-71.97	-4.11
-28.38	-87.61	20.33
51.45	-63.97	-11.56
56.93	-52.71	9.74

// Marois R, 2000: Identity Oddballs vs. Fixation
// Marois R, 2000: Location Oddballs vs. Fixation
// Marois R, 2000: Conjunction Oddballs vs. Fixation
// Subjects=14
46.31	-79.47	8.76
-44.52	-80.01	9.85
36.86	-76.76	30.94
-33.67	-77.18	31.79
49.52	-62.99	15.14
-47.72	-64.63	16.4
23.11	-59.98	56.46
-20.69	-61.21	58.18
46.18	-68.78	-4.41
-44.65	-69.32	-3.32
38.57	-58.05	-16.37
-36.23	-58.5	-15.47
10.26	-44.91	59.8
-6.83	-45.01	60.01
58.02	-32.65	21.42
-56.3	-33.16	25.01
45.46	-31.12	56.01
-42.16	-30.51	58.08
27.8	-35.99	-19.21
-27.77	-37.38	-18.46
46.31	-79.47	8.76
-44.52	-80.01	9.85
36.86	-76.76	30.94
-33.67	-77.18	31.79
49.52	-62.99	15.14
-47.72	-64.63	16.4
23.11	-59.98	56.46
-20.69	-61.21	58.18
46.18	-68.78	-4.41
-44.65	-69.32	-3.32
38.57	-58.05	-16.37
-36.23	-58.5	-15.47
10.26	-44.91	59.8
-6.83	-45.01	60.01
58.02	-32.65	21.42
-56.3	-33.16	25.01
45.46	-31.12	56.01
-42.16	-30.51	58.08
27.8	-35.99	-19.21
-27.77	-37.38	-18.46
46.31	-79.47	8.76
-44.52	-80.01	9.85
36.86	-76.76	30.94
-33.67	-77.18	31.79
49.52	-62.99	15.14
-47.72	-64.63	16.4
23.11	-59.98	56.46
-20.69	-61.21	58.18
46.18	-68.78	-4.41
-44.65	-69.32	-3.32
38.57	-58.05	-16.37
-36.23	-58.5	-15.47
10.26	-44.91	59.8
-6.83	-45.01	60.01
58.02	-32.65	21.42
-56.3	-33.16	25.01
45.46	-31.12	56.01
-42.16	-30.51	58.08
27.8	-35.99	-19.21
-27.77	-37.38	-18.46

// Fan J, 2003: Stroop Incongruent - Congruent
// Subjects=12
-50	36	-8
-50	-40	48
-4	-58	50
-26	56	-2
64	-32	36
42	-22	2
50	-46	32
-38	28	14
-42	-24	0
-14	-80	34
40	20	44
4	-84	-6
42	-4	-18
-4	38	30

// Gorno-Tempini M L, 2001: EH vs. Control
// Subjects=10
-64	-48	16
-60	-64	4
-60	-32	-8
-60	-52	36
-40	24	24
-40	20	8
56	-60	12
64	-48	2
44	-80	-8
-24	-8	-16
-28	-12	-20

// Karama S, 2002: Normal Females
// Subjects=20
-4	53	3
2	58	-1
-36	18	-19
51	19	-12
-2	15	21
4	19	21
-32	9	-16
30	9	-18
-18	-5	-6
16	-5	-4
-18	-1	-22
18	-1	-20
-59	-55	23
61	-55	12

// Kesler-West M L, 2001: Neutral - Scrambled
// Subjects=21
42.84	-49.31	-13.81
40.66	-32.23	-12.98
-40.49	-56.15	-12.28
-38.27	-68.49	-6.81
19.21	-6.81	-12.64
60.14	-44.86	14.62
34.57	-96.97	3.67
-17.12	-9.14	-12.03
53.54	29.97	19.57
42.99	15.96	32.02
49.35	-32.92	4.82
36.14	-8.42	-35
-49.21	32.05	0.5
42.55	28.94	-20.37
-14.64	-100.07	-4.43
56.1	-64.5	36.38
-40.8	24.04	-21.23

// Blair R J, 1999: Degree of Sadness vs. Angry
// Subjects=13
48	-30	-30
52	-62	12
-20	-10	-18
44	22	-32

// Peng D L, 2003: Low-Frequency Words, Long Exposure
// Subjects=8
62.27	-47.22	11.44
-42.57	-65.51	-9.24
53.5	-52.84	-19.21
53.61	-58.25	-6.49
-38.28	-69.71	-8.93
-37.24	-86.43	-18.7
-38.35	-78.14	-21.61
40.46	-47.4	-44.05

// Simpson J R, 2000: Negatively - Neutrally  Valenced Pictures, Main Effect 
// of Time
// Subjects=18
40.7	-58.12	-17.5
-29.8	-60.49	-14.27
25.85	-74.62	-9.26
-23.29	-81.43	-10.35
-42.6	-29.59	1.13
-29.47	-89.98	17.2
30.55	-54.82	53.71
-8.15	-97.06	6.4
34.2	20.03	2.78
-8.17	8.22	46.64
19.72	-98.15	17.32
-19.08	-33.68	1.21
-32.05	19.63	3.58
47.28	7.36	30.46
34.65	-80.8	20.15
4.51	22.25	34.16
-20.77	-70.79	44.48
8.62	-27.85	-8.52
-32.05	-35.3	-18.58
-29.32	-51.12	51.86
36.36	-36.83	-17.01
23.46	-6.96	-14.91
-21.41	-9.34	-14.19
41.05	0.4	51.19
-46.77	4.51	29.55
-46.91	-7.95	6.06
-57.32	-27.11	34.55
-6.22	-52.98	-1.78
21.53	-11.43	10.03
-19.38	-49.96	-44.26
-6.49	-31.6	-28.11
9.12	-75.35	37.83
44.97	-1.06	4.43
32.17	47.45	27.27
-10.22	-28.26	43.03
-28.04	63.04	-13.49
4.29	-63.6	-30.01
9.1	7.92	68.77
-3.5	-64.57	68.3
25.51	-47.41	-42.76
-25.73	-75.72	-46.49
29.62	60.76	-20.66
44.82	52.33	6.64
-46.93	31.31	18.38
-47.24	47.95	-14.24
58.07	-42.08	23.33
33.93	-7	-44.02

// Price C J, 1994: Normals 2
// Subjects=6
-38	-50.1	-25.88
-61.37	-49.4	5.83
-52.51	-45.58	23.23
-55.13	12.31	-.38
-48.02	-.53	45.59
-57.11	11.42	13.19
1.76	-52.24	40.89
7.6	-4.49	0.21
-4.54	3.83	66.83
61.6	-28.52	-7.3
61.9	-48.13	12.57
35.37	19.48	-20.56
47.03	4.06	43.52
-48.8	24.27	-10.64
7.97	48.59	39.78
29.78	26.1	50.59
-31.33	-84.76	-18.08
-20.08	-95.64	14.18
-59.22	-47.26	5.58
-50.36	-43.44	22.98
-52.97	12.32	-.42
-48.01	-2.66	45.8
14	-72.9	-20.02
-4.77	-39.5	39.74
5.46	-10.87	0.88
-2.35	10.63	70.6
61.61	-30.65	-7.08
61.88	-41.75	11.94
35.37	19.48	-20.56
40.09	20.27	10.65
47.03	4.06	43.52
-57.15	6.75	9.17
-40.35	29.43	-24.74
7.97	48.59	39.78
-4.77	34.9	54.79

// Price C J, 1996: Aloud - Rest
// Subjects=6
-26.98	-76.88	-14.45
22.83	-91.18	-9.4
-37.7	-67.58	-6.22
35.58	-49.01	-18.27
-.85	-84.05	-.74
7.46	-55.9	-21.59
-56.94	-2.64	23.54
55.28	3.31	12.07
-48.05	-7.33	41.78
44.79	-3.16	35.3
6.25	8.12	66.22
53.05	-38.77	-1.65
-59.42	-9.39	-2.64
61.72	-16.64	4.97
-61.24	-39.64	18.31
59.85	-47.31	21.49
-39.89	13.2	8.23
35.78	16	11.15
-20.5	-15.64	-2.69
9.77	-21.91	-2.58

// Konishi S, 2002: A Minus B
// Subjects=16
36	18	36
38	10	58
38	2	40
46	10	24
36	24	-6
-40	8	38
0	36	40
6	18	50
4	30	58
0	48	34
48	-24	-6
4	-74	40
60	-52	12
60	-22	-14
12	-32	46
-56	-48	42

// Yoo S S, 2004: Real Acupuncture vs. Rest
// Yoo S S, 2004: Real Acupuncture vs. Tactile Stimulation
// Subjects=12
-55	-25	44
-40	-2	-8
48	7	-7
-3	24	43
-57	-11	13
51	-10	2
-57	-51	19
59	-52	19
-53	15	-7
57	4	-7
-46	-48	52
-57	-22	21
-55	-22	20
-12	-19	10
2	-70	-12
0	-51	-28
-22	-73	-18
24	-68	-15
-23	-61	-16
-24	-62	-17
-24	59	12
61	-48	13
-3	33	6
-3	-52	45
4	-52	45
-10	-23	3
-1	-69	-8
-2	-49	-28
-3	-65	-33
-5	-65	-36
-23	-73	-17
24	-67	-18
20	-59	-16

// Becerra L R, 2001: Warm - Baseline, Early Phase
// Subjects=8
4.44	45.6	33.32
50.54	11.23	39.02
58.08	-47.45	22.66
1.22	35.55	27.51

// Derbyshire S W G, 2002: Controls
// Subjects=16
6	-34	-34
4	-24	-8
-16	-12	8
16	-22	4
-22	12	4
28	2	4
8	28	24
4	12	32
-28	34	28
-52	-44	24
56	-44	24

// Barnes J, 2000: Viewed Rotational Motion vs. Rotational Reference
// Subjects=6
-44.49	-65.5	18.66
-41.34	-65.99	11.98
50.55	-62.27	10.61
50.6	-61.75	17.26
8.11	-43.95	58.63
41.94	-71.72	-.77

// Corbetta M, 2000: Target
// Corbetta M, 2000: Valid - Invalid
// Subjects=13
-24.98	-63.61	55.08
-25.06	-55.67	47.73
-27.3	-78.71	25.15
36.94	-48.44	53.1
30.46	-71.16	35.01
58.06	-44.36	21.29
9.11	-73.24	37.66
-7.93	-70.54	46.55
43.34	-44.17	52.67
58.16	-47.74	32.72
62.27	-45.02	12.38
9.14	-75.18	40.05
-3.7	-71.03	39.85

// Milham M P, 2005: Incongruent vs. Congruent
// Subjects=18
34	-32	-24
-12	-24	16
8	-16	-4
-40	-50	-12
-26	-78	-12
-18	-54	-8
34	-78	-8
50	-50	-16
56	-38	-4
2	-70	2
24	-64	6
-26	-66	34
-32	-48	38
2	-54	36
54	-46	26
34	-50	36
-30	56	2
-36	16	6
-42	6	32
36	28	-6
40	14	26
6	20	28
-4	14	48

// Poeppel D, 2004: FM Sweeps vs. Categorical Perception
// Subjects=10
-16	-68	44
-36	-42	40
-34	-8	32
-28	-86	-20
50	4	-4
56	-46	16
50	-60	4
44	-2	28
8	4	48
42	0	44
42	-6	-4
6	2	40

// Vingerhoets G, 2002: Rotated Hands > Rotated Tools
// Subjects=12
12.13	-91.55	-1.34
50.04	-64.44	11.02
-41.88	-71.98	4.37

// Asahi S, 2004: Response Inhibition
// Subjects=17
58	-42	18
60	-52	8
52	-60	10
26	4	50
44	12	38
40	34	30
48	30	18
52	26	26
24	-76	40
34	-74	34
10	-66	52

// Giesbrecht B, 2003: Peripheral, Location
// Subjects=10
-11	0	55
-26	-11	50
-45	-8	35
-49	4	30
45	0	45
-23	-68	45
26	-64	35
-41	-68	-15
34	-83	15
49	-56	10
-34	15	5
34	23	5

// Kim Y H, 1999: Central Expectancy > Control
// Subjects=10
0	6	51
42	-3	54
-42	0	54
33	-51	60
-39	-45	57
63	-42	12
-54	-51	6
48	21	-6
-39	15	3
12	21	30
0	-18	24
36	42	24
-42	-15	54
9	-18	9
-6	-18	9
27	6	-6
-27	6	0
27	-51	-27
-36	-63	-27

// Goldin P R, 2005: Subject-Specific Regression Analysis Using Sadness Rating
// Subjects=13
-6.45	58.79	12.26
57.76	27.2	10.83
-58.4	-69.01	15.77
65.53	-52.06	17.39
61.25	-44.43	20.14
-2.74	-59.99	31.1
29.1	-86.31	-9.43
-19.06	-58.77	-6.73
45.09	-83.3	-13.21
41.93	-69.69	-2.05
53.73	-82.31	-1.13
-22.49	-7.23	-14.35
-3.1	-6.63	5.45

// Williams M A, 2005: Faces > Houses
// Subjects=13
-42	-18	-18
40	-34	-18
56	-54	16

// Ino T, 2004: Normals-All
// Subjects=28
42	6	22
-30	34	40
44	4	46
30	36	24
28	18	52
-12	44	32
22	48	24
10	42	38
-40	-46	26
60	-44	44
42	-72	28
64	-50	16

// Takano B, 2004: rCBF During 5 Hz rTMS > After 5 Hz rTMS
// Subjects=6
-46	-38	22
-32	-28	16
-20	-24	14
42	2	-4
54	-44	26
38	-28	14
-40	8	8

// Bonner-Jackson A, 2005: Normals
// Subjects=26
21.68	-91.22	-3.36
-44.32	-28.49	56.82
-24.3	-91.75	-6.13
-27.14	-57.28	54.58
-45.54	-4.86	45.93
-36.25	-63.07	-19.55
34.22	-56.73	-26.47
39.73	-74.71	-11.64
51.6	8.95	36.97
40.08	-40.3	47.92
-.65	7.64	52.17
-29.48	-81.35	18.71
-28.32	-3.47	62.35
12.91	-27.65	-6.36
22.32	-70.4	-50.83
37.89	1.95	57.78
-26.65	-8.26	0.28
5.37	-75.48	-32.37
-13.79	-27.64	-3.82
32.55	-68.32	30.28
-28.84	19.65	3.54
16.12	-3.43	3.84
36.34	18.9	1.74
17.64	2.43	65.78
26.32	-66.48	54.73
42.87	38.88	25.64
3.19	-37.54	-23.26
-44.75	28.5	23.05
-20.07	-22.97	15.93
56.06	-16.6	50.21
-49.16	-14.71	-12.31
48.13	-13.61	-6.82
14.49	-39.85	55.98
59.14	-51.93	19.68
-65.8	-45.13	36.16
55.93	-30.03	27.92
-51.8	-68.14	40.16
1.17	27.37	18.16
-5.93	-33.52	43.42
-1.54	-86.08	37.74
13.07	-38.09	10.13
-37.87	-86.29	38.18
-48.91	-34.06	12.73
-16.75	-51.41	19.39
-17.52	-42.88	61.07
7.38	34.16	-4.79
-61.62	-69.2	13.6
39.77	-21.55	15.13
1.43	-5.09	38.72
4.82	-19.65	56.63

// Riecker A, 2002: Isochronous Sequence vs. Isochronous Perceptual Baseline
// Subjects=12
-1.66	27.39	43.16
-62.4	4.58	20.68
65.1	-.29	18.99
-8.45	-15.41	10.53
14.23	-19.79	8.34
-50.42	-42.8	18.44
56.55	-45.61	16.89
-57.21	15.05	6.1
56.27	9.18	5.87
-28.18	20.71	-3.91
26.92	20.9	-4.87
-31.6	-55.05	-33.34
36.47	-54.81	-34.52

// Armony J L, 2001: Conditioning Context (CTX+) > Safe Context (CTX-)
// Subjects=8
58	-48	22
-50	-38	34

// Chikazoe J, 2007: Antisaccade - Control Saccade
// Subjects=24
24	-6	54
36	18	-4
-34	18	-4
36	-2	50
52	16	20
-34	-6	50
-26	-6	60
38	36	26
-22	-2	46
-46	6	40
42	56	10
32	22	36
-4	36	28
-4	24	36
10	32	28
12	18	36
2	-10	40
0	2	56
14	36	4
8	20	60
8	-68	56
-28	-58	54
46	-46	46
-6	-56	50
-16	-46	50
-18	-68	52
54	-42	34
-54	-46	44
-62	-36	38
-4	-62	62
58	-30	52
20	-70	40
20	-52	50
-62	-24	36
-10	-78	40
44	-32	40
64	-22	32
-10	-34	0
58	-44	20
46	-54	16
56	-54	4
-40	-80	8
36	-76	26
-30	-76	24
-2	-20	10
26	-36	-42
-6	-2	0
4	-34	2
28	-60	-24
-6	-22	-18
10	0	-2
32	-50	-46
14	-26	-10
-36	-66	-20

// Gowen E, 2007: Independent Tracing vs. Coordinated Tracing
// Subjects=10
42	36	34
30	24	-20
-32	38	38
60	-50	22
48	-76	32
-6	-96	28
-40	-72	-30

// Ries M L, 2006: Normal Elderly Subjects
// Subjects=14
8	-74	32
10	-52	32
-8	-80	28
-56	-62	16
48	-54	28
58	-56	24
48	-58	14

// Tang J, 2006: Physical Task Error Trials > Physical Task Correct Trials
// Tang J, 2006: Conjunction by Masking Across Tasks (Error Trials > Correct 
// Trials)
// Subjects=18
58.65	-41.66	13.1
55.1	-27.59	-8.4
58.22	26.23	-7.05
35.41	20.85	-17.34
-35.92	18.27	-18.11
-16.3	-78.84	-24.52
5.02	-39.39	-39.99
58.62	-41.87	10.88
56.15	-26.73	-10.74
-33.76	18.27	-18.15
-53.69	-46.31	15.48
46.22	29.71	-15.04

// Dick F, 2007: Environmental Sound vs. Language
// Subjects=12
44	10	32
50	28	20
56	-30	14
58	-42	20
64	-20	14
64	-42	12

// Kobayashi C, 2007: [AsCc > AcCs(T)] >> [AcCs > AsCc(N)]
// Subjects=12
61	-52	17

// Malhi G S, 2007: Normals
// Subjects=10
-24.5	53.37	26.31
54.63	15.98	17.38
-43.8	28.36	7.44
-34.81	-21.89	45.01
-40.23	-27.09	33.24
-2.81	-6.89	43.38
66.55	-48.17	12.59
-59.85	-1.57	-6.59
-52.03	-58.4	14.81
-40.4	-24.49	11.83
-50.12	4	9.55
21.48	-58.15	-16.17
51.42	-64.32	-15.99
51.4	-70.03	-21.09
-13.7	-21.16	11.25
24.62	-54.33	-22.1

// Wang A T, 2007: Controls
// Subjects=18
-10	58	28
2	50	20
-2	62	18
48	2	34
-58	18	16
32	14	22
-56	22	20
50	24	10
-44	22	-10
-48	-30	8
48	-24	6
-60	-22	2
54	-8	-2
-58	-4	-8
46	-38	2
50	-60	10
-48	-66	14
38	-70	16
-42	16	-18
38	16	-20
-40	-44	-14
38	-48	-14
-32	-80	-8
26	-74	-10
-26	-78	-6
24	-80	0
-32	-88	8
28	-82	4
-36	-84	-4
38	-76	-2
-12	-94	20
10	-90	14
-28	-74	-28
12	-80	-20
-6	40	48
-6	52	30
0	62	20
-44	42	4
-56	16	14
50	18	24
-56	18	8
50	24	16
-48	30	-2
-52	-28	6
52	-20	10
-58	-22	4
50	-10	0
-66	-30	0
54	-6	-4
-54	-68	8
52	-58	10
-48	-66	12
38	-68	12
-46	10	-26
40	14	-20
-44	-48	-12
32	-46	-16
-32	-56	-10
40	-48	-8
-20	-82	-4
22	-78	-2
-32	-86	8
30	-84	8
-34	-82	-4
40	-74	0
-4	-92	12
16	-88	10
-26	-72	-32
16	-66	-20

// Perani D, 1996: Italian Story vs. Japanese Story
// Subjects=9
52.56	14.45	-29.32
-48.92	10.26	-22.7
-40.12	42.14	-3.59
-28.62	-92.71	23
-45.85	-77.05	30.71
59.8	-63.03	14.08

// Ortigue S, 2007: Passion > Friend
// Ortigue S, 2007: Love > Passion
// Subjects=36
6	12	0
-26	20	-4
36	-4	2
-48	-50	-24
64	-52	16
34	-18	-28
-40	-8	-34
66	-44	32
-18	-96	-8
18	-94	-8
-12	-68	-2
12	-48	-38
-36	-78	-52
-48	-50	-24
64	-52	16
-64	-50	22
66	-44	32

// Woodard J L, 2007: Recent > Unfamiliar
// Woodard J L, 2007: Remote > Unfamiliar
// Subjects=15
-.7	-50.99	22.07
1.34	48.7	-6.16
-48.05	23.91	-4.41
-17.4	35.15	39.24
26.66	25.34	39.11
-59.3	-41.62	-7.14
-56.48	-13.34	-17.36
-45.48	-69.68	27.95
52.71	-61.75	14.33
26.49	-20.42	-15.93
17.88	8.36	15.77
-10.31	-49.23	51.26
1.53	-50.03	20.52
2.19	47.74	-7.65
-18.73	31.33	45.04
-29.39	16.48	56.22
-6	54.76	13.71
-8.63	47.51	30.3
-63.26	-41.46	-7.45
-46.99	-69.05	26.57
56.25	-61.98	15.2
29.19	-42.71	-20.89
15.01	6.31	17.09

// Stark R, 2007: Fear > Disgust, Parametric Modulators
// Stark R, 2007: Fear > Disgust
// Subjects=66
33	57	6
-48	42	-15
-39	48	-3
42	27	39
-42	27	39
36	15	54
42	-45	-30
63	-51	12
3	-60	42
-45	-72	12
-12	-99	15
3	48	-6
-48	42	-9
57	30	-6
27	27	48
0	27	-12
-39	12	45
57	-6	-24
57	-48	12
-45	-57	12
42	-48	-24
3	-57	39
-9	-99	12

// Carlsson K, 2006: Uncorrelated > Correlated
// Subjects=9
26	48	-4
36	24	2
-30	18	6
28	20	64
-34	8	58
52	18	48
58	18	16
42	12	22
-30	-54	40
46	-48	50
58	-54	18
42	-52	-44

// German T P, 2004: Pretend > Real
// Subjects=16
6	31	32
-9	57	25
-3	52	-3
33	20	-11
56	18	10
-39	14	-13
-48	10	16
-30	53	6
-45	40	-12
-50	-52	3
59	-58	14
48	-70	-2
42	-53	-12
-18	-4	-12
21	-10	-22
21	-11	12
-3	9	9
12	-60	-40

// Kozel F A, 2005: Normals, Model Building Group
// Subjects=30
-3	21	48
9	18	42
9	-3	66
36	27	0
48	15	-9
51	24	-6
-9	-3	6
12	0	9
12	3	-3
27	51	33
36	42	21
33	45	33
60	-45	21
66	-48	12
-57	-42	30
-57	-51	39
-30	12	9
-30	21	6

// Langleben D D, 2005: Lie > Repeat Distracter
// Subjects=26
34	22	-8
37	19	-11
56	26	17
56	12	3
37	19	-1
51	15	-14
8	34	40
12	31	35
16	18	51
7	21	36
56	-52	36
48	-48	50
59	-45	32
56	-50	17
42	-60	47
-30	14	-14
-26	11	-17
-38	16	3
-34	16	3

// Killgore W D S, 2003: Low Calorie Food + High Calorie Food
// Subjects=13
-38	1	-10
-22	-12	-15
-63	-23	16
-34	-36	-22
-44	-47	-16
-26	-86	-14
4	54	-8
22	-5	-17
61	-17	12
61	-48	10
4	-51	36
2	-60	14

// Ortigue S, 2007: All Primes > Rest
// Subjects=29
6	-8	10
6	12	0
6	-22	-22
36	-4	2
-26	20	-4
-30	20	-4
-20	20	-4
36	-88	-18
-48	-50	-24
64	-52	16
56	-70	-2
34	-18	-28
-40	-8	-34
-64	-50	22
66	-44	32
-18	62	16
-46	26	26
52	38	22
66	-14	-8
-44	-26	-20
-64	-22	-10
-18	-96	-8
18	-94	-8
16	-76	20
-12	-68	-2
10	-40	20
-6	-42	8
64	2	24
12	-48	-38
-36	-78	-52

// Martin R E, 2004: Voluntary Saliva Swallow
// Martin R E, 2004: Voluntary Tongue Elevation
// Martin R E, 2004: Voluntary Finger Opposition
// Subjects=14
-59.61	-14.49	19.02
-61.62	-23.07	32.03
-.76	14.1	39.37
2.55	3.17	49.17
2.61	-2.83	54.13
3.93	-67.15	61.74
1.68	-84.91	38.72
40.76	-3.65	12.5
47.53	-7.68	56.25
-58.58	-.56	20.07
-55.26	-10.35	30.89
54.59	41.87	21.9
-52.27	41.23	23.19
62.25	-46.25	10.25
-59.72	-5.74	8.25
-47.87	-4.64	21.41
51.63	-1.71	36.74
51.74	-14.85	45.65
62.4	-17.25	41.27
5.72	3.38	44.65
3.68	2.72	57
23.52	7.9	-1.66
-15.99	3.61	1.39
10.8	-16.32	2.75
-8.4	-9.58	9.1
-3.54	-62.71	64.8
58.07	-28.87	28.91
-55.26	-30.15	22.51
65.29	2.49	7.24
-57.6	-2.64	6.85
52.44	1.1	4.16
-55.52	7.77	3.72
51.46	38.22	30.05
34.72	0.16	62.43
-38.3	36.62	31.22
14.41	-2.25	60.64
-25.16	-6.17	54.73
58.04	-47.88	17.12
1.56	-4.87	55.43
3.62	-2.28	47.38
24.68	3.39	8.75
-22.34	3.11	9.31
-41.12	-37.36	51.95
54.91	-43.78	29.08
-23.02	-11.61	52.93
-46.46	-20.84	59.55
11.34	-60.22	54.38
12.34	-72.96	40.94
64.36	-39.98	8.58
37.47	11.93	7.88
-35.19	11.5	8.75

// Payer D E, 2008: Normals
// Subjects=12
-22	-4	18
44	4	26
-46	46	-6
-38	-4	50
0	28	46
-8	12	46
42	-42	24
50	-74	2
-28	-68	40
22	-4	-16
40	-4	50
-48	-46	8
62	-50	14

// Carlsson K, 2000: Tickle vs. Rest
