cLabel,cDesc,cSize,cGenes,cScorePheno,pValZ,pValZCorr,pValPerm,pValPermCorr
GO:0048024,"regulation of mRNA splicing, via spliceosome",65,"SF3B4, RBFOX2, U2AF2, RBMX, HNRNPA2B1, TIA1, RBM4, CWC22, RBFOX1, SRPK1, SRRM4, SRSF6, KHDRBS3, RBM7, SAP18, RBFOX3, SRSF3, RNPS1, KHDRBS1, RBM5, C1QBP, MAGOH, HNRNPK, SRSF4, MBNL2, RBM11, ACIN1, DYRK1A, DDX5, SFSWAP, RBM25, CELF3, SRSF9, HMX2, RBM42, MYOD1, SREK1, JMJD6, SNW1, HNRNPL, FMR1, SRSF2, SON, RBM15B, RBM10, YTHDC1, SRSF10, CELF6, PRPF19, KHDRBS2, SRPK2, RBM8A, SRSF12, NSRP1, THRAP3, DAZAP1, CELF4, WTAP, EIF4A3, UHMK1, SF3A1, TRA2B, SNRNP70, HSPA8, SRSF7",0.137261625503494,1.94485697589952e-05,0.0107149155534992,0,0
GO:0071107,"response to parathyroid hormone",7,"GNAS, MEF2C, HDAC4, PRKACA, WNT10B, ITGA2, CITED1",0.238323322030894,2.44646371353463e-05,0.0107149155534992,0,0
GO:0085020,"protein K6-linked ubiquitination",7,"BARD1, RNF6, BRCA1, UBE2D4, UBE2T, UBE2S, RNF4",0.262404332793577,1.20930214504433e-05,0.0107149155534992,0,0
GO:1901524,"regulation of macromitophagy",5,"HK2, VPS13C, RNF41, CLEC16A, TIGAR",0.278570681460496,1.28132858001617e-05,0.0107149155534992,0,0
GO:1902857,"positive regulation of nonmotile primary cilium assembly",6,"SEPT9, WRAP73, CEP135, CENPJ, SEPT7, HAP1",0.23509452976848,1.05837098929307e-05,0.0107149155534992,0,0
GO:0000381,"regulation of alternative mRNA splicing, via spliceosome",35,"SAP18, HNRNPL, TRA2B, RBM8A, RBM5, CELF6, RBMX, SRSF2, CELF3, RBM11, MYOD1, DYRK1A, SREK1, SRSF12, THRAP3, RBM4, RBM25, FMR1, SRSF6, UHMK1, CELF4, RBFOX1, RBFOX3, RBM7, NSRP1, SF3A1, RNPS1, RBM10, RBFOX2, SRRM4, MBNL2, WTAP, RBM15B, DDX5, MAGOH",0.125806579669449,5.61837663662912e-05,0.0129226304381914,0.0004,0.0151846994535519
GO:0001964,"startle response",24,"GRIN1, KCNA1, KCNH1, MECP2, SLC6A3, PTEN, NRG1, DVL1, GRIN2D, SLITRK6, NPAS1, FABP7, DRD1, GRIN3A, PCDH15, PENK, GLRB, DRD2, UCN, GRIN2A, CSMD1, GRID2, CTNNA2, NRXN1",0.137811219958674,6.75862706478458e-05,0.0129226304381914,0,0
GO:0006244,"pyrimidine nucleotide catabolic process",11,"OGG1, TDG, NTHL1, ENTPD4, MBD4, SMUG1, NT5M, NEIL1, DUT, NEIL2, NT5C",0.152072573360001,6.16233402874755e-05,0.0129226304381914,0.0002,0.00985390070921986
GO:0006498,"N-terminal protein lipidation",6,"NMT2, MAP6D1, HHATL, PPM1B, NMT1, PPM1A",0.297013896409742,4.55909044868585e-05,0.0129226304381914,0,0
GO:0016578,"histone deubiquitination",22,"USP51, USP16, SUPT3H, USP21, ATXN7L3, ENY2, USP15, ATXN7, ASXL1, USP22, USP27X, USP49, TAF10, SART3, TRRAP, USP34, USP3, KAT2A, BAP1, BRCC3, UIMC1, MYSM1",0.161373786005496,6.88154875855274e-05,0.0129226304381914,0.0002,0.00985390070921986
GO:0021533,"cell differentiation in hindbrain",16,"PROX1, GRID2, RORA, ATP7A, NRXN1, LDB1, KNDC1, CACNA1A, ATP2B2, CEND1, HERC1, LHX1, CBLN1, AGTPBP1, WNT7A, FAIM2",0.172386953308427,3.34519242236597e-05,0.0129226304381914,0,0
GO:0021694,"cerebellar Purkinje cell layer formation",11,"CACNA1A, LHX1, FAIM2, ATP7A, HERC1, LDB1, RORA, AGTPBP1, WHRN, CEND1, ATP2B2",0.188467534879164,5.22519902435015e-05,0.0129226304381914,0,0
GO:0031987,"locomotion involved in locomotory behavior",7,"GPR37, ARRDC3, ADGRL3, FZD4, CLN6, MYO5A, PPP3CB",0.153241639274475,7.25467953202052e-05,0.0129226304381914,0,0
GO:0033136,"serine phosphorylation of STAT3 protein",6,"NLK, CDK5, PWP1, CDK5R1, GFRA2, RET",0.349958959745193,5.87395950845115e-05,0.0129226304381914,0,0
GO:0035020,"regulation of Rac protein signal transduction",12,"NF1, OGT, STMN3, DNM2, SSX2IP, CRK, ARF6, KRAS, CAMK2D, RASGRF1, ARAP3, ALS2",0.214215966451108,3.39495823300506e-05,0.0129226304381914,0.0006,0.019569014084507
GO:0035518,"histone H2A monoubiquitination",12,"RYBP, KDM2B, SKP1, RNF168, BCOR, CUL4B, PCGF1, DDB2, DDB1, RING1, TRIM37, RNF2",0.207936861405455,4.50476749750406e-05,0.0129226304381914,0,0
GO:0042501,"serine phosphorylation of STAT protein",8,"CDK5R1, IKBKB, NLK, CDK5, RET, GFRA2, PWP1, LIF",0.234137229391986,7.1855235853735e-05,0.0129226304381914,0,0
GO:0042753,"positive regulation of circadian rhythm",13,"FBXW11, RORA, RORC, ARNTL, GHRHR, NPY2R, CRH, THRAP3, BTRC, GHRL, ARNTL2, UTS2R, NLGN1",0.138464373750843,7.12316648759925e-05,0.0129226304381914,0,0
GO:0043981,"histone H4-K5 acetylation",16,"KAT7, KAT8, JADE1, PHF20, ING4, KANSL1, WDR5, MEAF6, KANSL1L, JADE3, KANSL2, OGT, HCFC1, JADE2, KANSL3, MCRS1",0.17087429531816,5.00386676163256e-05,0.0129226304381914,0,0
GO:0043982,"histone H4-K8 acetylation",16,"KAT7, HCFC1, KAT8, KANSL1L, KANSL2, MCRS1, WDR5, OGT, MEAF6, KANSL3, JADE1, KANSL1, JADE2, JADE3, PHF20, ING4",0.17087429531816,5.00386676163256e-05,0.0129226304381914,0,0
GO:0050732,"negative regulation of peptidyl-tyrosine phosphorylation",32,"HYAL2, INPP5F, PPP2R1A, PSEN1, ZGPAT, PRKCZ, SOCS5, ERRFI1, MVP, RACK1, SOCS4, SFRP1, SOCS1, CBL, PPP2CA, ZFYVE28, FGFR1OP, SEMA4D, SRCIN1, PTPN2, PRKCD, CBLB, SNX6, LRRK1, SH3BP5, IBTK, DMTN, PIBF1, SFRP2, SH3BP5L, NF2, CAV1",0.13286441497939,7.02758596260455e-05,0.0129226304381914,0,0
GO:0051295,"establishment of meiotic spindle localization",5,"MOS, MYH9, SPIRE2, SPIRE1, FMN2",0.193698877313307,7.03327833149192e-05,0.0129226304381914,0,0
GO:0072176,"nephric duct development",8,"EPHA7, WNT11, PKD2, EFNB2, AHI1, LHX1, EPHA4, PKD1",0.186304382405627,4.66505195785283e-05,0.0129226304381914,0.0002,0.00985390070921986
GO:0090161,"Golgi ribbon formation",11,"VTI1A, GOLPH3, PRMT5, STX6, OPTN, TMED5, VAMP4, MYO18A, GCC2, GOLGA2, STX16",0.152623657797897,6.33696036437259e-05,0.0129226304381914,0.0002,0.00985390070921986
GO:1903147,"negative regulation of mitophagy",6,"CLEC16A, TSPO, VPS13C, PINK1, TIGAR, RNF41",0.30875189079289,5.42904921194687e-05,0.0129226304381914,0,0
GO:1903798,"regulation of production of miRNAs involved in gene silencing by miRNA",9,"EGFR, MYCN, MAP2K1, PPP3CA, ESR1, NCOR1, BCDIN3D, NCOR2, MAP2K2",0.150188230058148,5.63230063375109e-05,0.0129226304381914,0,0
GO:2000323,"negative regulation of glucocorticoid receptor signaling pathway",6,"PER1, ARNTL, CRY2, PHB, CLOCK, CRY1",0.337861208661265,4.70071349951695e-05,0.0129226304381914,0.0002,0.00985390070921986
GO:2001014,"regulation of skeletal muscle cell differentiation",14,"GPC1, UQCC2, CAPN3, DDX5, NLN, NR1D2, S100B, DDX17, TBX1, ARNTL, RBFOX1, CYP26B1, KLHL41, MEF2C",0.149822474847976,5.3684153329181e-05,0.0129226304381914,0,0
GO:0000423,"macromitophagy",17,"MFN2, HDAC6, CDC37, PINK1, TOMM7, OPTN, SMURF1, AMBRA1, CLEC16A, HK2, SQSTM1, BECN1, ATG13, RNF41, TIGAR, ATG14, VPS13C",0.26261630261753,7.76067414752779e-05,0.0129320676765249,0.0002,0.00985390070921986
GO:0043983,"histone H4-K12 acetylation",7,"KAT7, ING4, KAT2A, MEAF6, JADE2, JADE1, JADE3",0.222440687270886,7.7476608498328e-05,0.0129320676765249,0.0002,0.00985390070921986
GO:0051573,"negative regulation of histone H3-K9 methylation",10,"BRCA1, DNMT3B, SMARCB1, KDM1A, KDM4D, KDM4B, KDM3A, KDM4A, PIH1D1, DNMT1",0.212801695121394,7.818437345819e-05,0.0129320676765249,0,0
GO:0021692,"cerebellar Purkinje cell layer morphogenesis",14,"CEND1, DLL1, WHRN, CACNA1A, LHX1, FAIM2, AGTPBP1, ATP7A, LDB1, RORA, SPTBN2, ATP2B2, HERC1, COQ8B",0.17759548039827,8.28511023894807e-05,0.0133852699604587,0,0
GO:0000389,"mRNA 3'-splice site recognition",6,"SF3A2, SF1, SF3A3, ISY1, SLU7, SF3A1",0.26223550340577,9.35857846384724e-05,0.0141130001001485,0.0004,0.0151846994535519
GO:0014877,"response to muscle inactivity involved in regulation of muscle adaptation",5,"CASQ1, MTMR4, MYOG, FBXO32, HDAC4",0.228221034279012,0.000100314091730946,0.0141130001001485,0,0
GO:0014894,"response to denervation involved in regulation of muscle adaptation",5,"HDAC4, FBXO32, MYOG, CASQ1, MTMR4",0.228221034279012,0.000100314091730946,0.0141130001001485,0,0
GO:0016926,"protein desumoylation",8,"SENP1, USPL1, SENP5, SENP2, SENP3, SENP6, FAM76B, FAM76A",0.201572299615528,0.000101576220671862,0.0141130001001485,0,0
GO:0042752,"regulation of circadian rhythm",82,"SIN3A, RBM4B, PER1, TIMELESS, PTGDS, FBXW11, OPRL1, NR1D2, GHRHR, CREM, MAGEL2, EZH2, USP2, HCRTR1, CRY2, MAGED1, DRD4, PRKCG, ATOH7, UBE3A, PML, HNRNPD, GNA11, MAPK8, NPY2R, CRTC1, PHLPP1, OPN4, CHRNB2, PPARGC1A, OPN3, PPARA, MAPK10, PPP1CC, CREB1, RBM4, NR1H3, CSNK1D, UTS2R, RORC, PRKAA2, ROCK2, ID2, PRKDC, ARNTL, MTA1, BTRC, RORB, ADORA1, NLGN1, PER2, PPP1CA, PPARG, ADA, SUV39H2, CRH, KCNA2, NONO, ZFHX3, SFPQ, SUV39H1, PER3, PPP1CB, NR1D1, PSPC1, MAPK9, GHRL, PRKAA1, PROX1, THRAP3, RORA, FBXL3, KLF10, ADCY1, GNAQ, CRY1, DRD2, CCAR2, NR2F6, CIPC, ARNTL2, BHLHE40",0.100416952443342,0.000100065719723319,0.0141130001001485,0.0004,0.0151846994535519
GO:0061436,"establishment of skin barrier",7,"ALOX12B, KDF1, ALOXE3, CLDN4, CYP26B1, SFN, TMEM79",0.184831753674563,9.09157334886279e-05,0.0141130001001485,0.0002,0.00985390070921986
GO:2000074,"regulation of type B pancreatic cell development",7,"ARNTL, CLOCK, GSK3A, RFX3, BAD, RHEB, GSK3B",0.389950966011634,0.000101426009180061,0.0141130001001485,0.0006,0.019569014084507
GO:0030213,"hyaluronan biosynthetic process",7,"AP2A1, ABCC5, CEMIP, CLTC, NFKB1, PDGFB, IL1B",0.190836287212889,0.000106925808416092,0.0144222886199177,0,0
GO:0071236,"cellular response to antibiotic",9,"STAR, MDM2, EZH2, CDKN1B, HSPA5, CRIP1, PLA2G4A, MEF2C, SLC9A1",0.166605740012592,0.000107954369977792,0.0144222886199177,0,0
GO:0035542,"regulation of SNARE complex assembly",8,"VPS41, VPS11, TRIM9, VPS18, VPS16, STXBP1, STXBP6, ANKRD27",0.243252218189277,0.000113505911078393,0.0148778408351245,0.0002,0.00985390070921986
GO:0000002,"mitochondrial genome maintenance",26,"PRIMPOL, MRPL17, PIF1, PARP1, DNA2, MEF2A, AKT3, PPARGC1A, FLCN, POLG, SLC25A4, LONP1, MRPL39, MPV17, TEFM, LIG3, STOML2, MGME1, SLC25A33, DNAJA3, SLC25A36, SESN2, PID1, RRM2B, POLG2, OPA1",0.186986871158095,0.000123616891309242,0.0149607224796332,0,0
GO:0007019,"microtubule depolymerization",24,"HDAC6, FGF13, MID1, STMN2, STMN3, MID1IP1, CLASP2, KIF19, APC2, CCSAP, NCKAP5L, CLASP1, STMN1, SPAST, KIF2C, STMN4, KATNB1, C16orf45, ARHGEF2, CIB1, CKAP2, APC, GAS2L1, MAP6D1",0.112532977973568,0.00011974561703032,0.0149607224796332,0,0
GO:0023041,"neuronal signal transduction",5,"OLFM1, NLGN1, KCNA1, RTN4R, NRXN1",0.318989866118303,0.00012796140063509,0.0149607224796332,0.0006,0.019569014084507
GO:0033235,"positive regulation of protein sumoylation",12,"UBE2I, GNL3, TOLLIP, CDKN2A, MUL1, PIAS1, PIAS4, RASD2, ARNT, PIAS3, HDAC4, RWDD3",0.159335758501091,0.000129213091806246,0.0149607224796332,0,0
GO:0035970,"peptidyl-threonine dephosphorylation",11,"PPM1B, PPM1E, PPM1G, DUSP1, PPM1A, PPM1D, PPM1F, DUSP18, DUSP5, PDP1, DUSP4",0.196195965669425,0.000119645166516524,0.0149607224796332,0,0
GO:0045053,"protein retention in Golgi apparatus",5,"VPS13A, VPS13C, GOLPH3, VPS13D, SORL1",0.241286570561426,0.000128844461995681,0.0149607224796332,0,0
GO:0050905,"neuromuscular process",83,"GAA, BCR, NR4A3, ABL1, GRID2, GRIN2A, ALDH1A3, RBFOX1, PTEN, RAC3, GRIN1, SHANK1, DLG4, RBFOX2, FXN, NRG1, NEFL, TNR, CSMD1, FOXS1, GLRB, GM2A, GRIN2D, GRIN2C, PNKD, STRA6, AGTPBP1, SHANK3, HEXB, SLITRK6, ATP8A2, GIGYF2, PENK, PRRT2, USH1C, DRD2, UCN, CLN3, HERC1, GRIN3A, TCF15, CAMTA1, PAFAH1B1, OPA3, MYH10, CLIC5, SLC1A3, APP, HMX3, KCNH1, DVL1, GPR88, JPH4, BLOC1S4, ATP2B2, JPH3, NRXN1, KCNA1, SLC6A3, CACNA1A, ABR, ADCY5, FABP7, CNTNAP1, PEX5, DRD1, FGF12, TPP1, IGDCC3, POMK, CDH23, SLURP1, NLGN2, SCN1A, UCHL1, KCNAB2, PCDH15, NPAS1, CTNNA2, AARS, NBN, MECP2, MYO7A",0.0909213873597575,0.000126478698855403,0.0149607224796332,0.0002,0.00985390070921986
GO:0016081,"synaptic vesicle docking",8,"SNAP25, STX3, STX1B, BLOC1S6, UNC13A, SNPH, STX1A, UNC13B",0.313961299499949,0.000134999888659615,0.015333370036095,0.0004,0.0151846994535519
GO:0044804,"nucleophagy",17,"TRAPPC8, WIPI1, WDR45, ATG2B, WIPI2, ATG4C, ATG4D, BECN1, ATG4A, ATG2A, ATG9A, WDR45B, ATG7, ATG12, ATG4B, ATG5, ATG3",0.211060718548477,0.00013774010012868,0.015333370036095,0.0002,0.00985390070921986
GO:2000574,"regulation of microtubule motor activity",7,"PAFAH1B1, NDE1, WDR43, MTCL1, NDEL1, CFAP73, WDR81",0.150583520261442,0.000139053161404057,0.015333370036095,0,0
GO:0006268,"DNA unwinding involved in DNA replication",7,"MCM4, MCM7, PURA, TOP2B, MCM2, MCM6, HMGA1",0.25760790582189,0.000143762651596102,0.0156049865724706,0,0
GO:0010569,"regulation of double-strand break repair via homologous recombination",13,"TERF2IP, FIGNL2, FIGN, FIGNL1, RTEL1, HELB, PARPBP, RECQL5, KDM1A, RPA2, PPP4C, SPIDR, PPP4R2",0.188424293746524,0.000149339728752529,0.0156175379077749,0,0
GO:0034983,"peptidyl-lysine deacetylation",7,"SIRT2, SIRT3, SIRT4, HDAC9, SIRT1, HDAC6, HDAC4",0.18396192003952,0.000150591420743029,0.0156175379077749,0.0002,0.00985390070921986
GO:0043968,"histone H2A acetylation",15,"BRD8, MSL3, MSL3P1, ACTL6A, ING3, DMAP1, YEATS4, MORF4L2, RUVBL1, RUVBL2, EP400, MEAF6, EPC1, MORF4L1, TRRAP",0.191497542786669,0.000150622576626014,0.0156175379077749,0,0
GO:0006285,"base-excision repair, AP site formation",9,"SMUG1, MPG, NEIL2, NEIL1, TDG, NTHL1, MUTYH, OGG1, MBD4",0.195772187681875,0.000158754929448057,0.0157552927839379,0.0004,0.0151846994535519
GO:0009648,"photoperiodism",19,"PPP1CB, NR2F6, PER1, RBM4B, FBXL3, MTA1, PPP1CA, CRY2, CLOCK, USP2, BHLHE40, PML, AANAT, NMU, PPP1CC, CRTC1, ID2, RBM4, CRY1",0.147704247262651,0.000156839491973648,0.0157552927839379,0,0
GO:0031657,"regulation of cyclin-dependent protein serine/threonine kinase activity involved in G1/S transition of mitotic cell cycle",8,"PIM1, PKD2, PKD1, AKT1, PTEN, EGFR, RGCC, ADAM17",0.252727335292558,0.000156672580410411,0.0157552927839379,0.0004,0.0151846994535519
GO:0000380,"alternative mRNA splicing, via spliceosome",13,"RSRC1, KDM1A, CELF4, ESRP2, SFSWAP, SLU7, PQBP1, CDK13, HNRNPM, SRSF1, RBM17, SFPQ, SRSF6",0.148691655254006,0.000201825665374411,0.0160327378443177,0,0
GO:0002931,"response to ischemia",30,"CPEB4, NDNF, PPARGC1A, HK2, KCNJ11, PER2, CIB1, CAMK2A, EEF2, PANX2, BCL2, MAP3K5, HYOU1, RNLS, TIGAR, PANX1, EIF4EBP1, CAV1, AIFM1, EEF2K, MLYCD, BVES, HSPD1, PPIF, UCHL1, FAIM2, NOL3, MAP2K6, EGR1, MEF2C",0.128098309132307,0.000164036753959818,0.0160327378443177,0,0
GO:0006011,"UDP-glucose metabolic process",6,"UGDH, GALT, UGGT1, UGP2, GSK3A, UGGT2",0.158114156678429,0.000171340058803704,0.0160327378443177,0,0
GO:0006987,"activation of signaling protein activity involved in unfolded protein response",8,"VAPB, DAB2IP, PTPN1, BAX, PARP16, ERN1, BAK1, HSPA5",0.193832796442152,0.000172665068092215,0.0160327378443177,0,0
GO:0006995,"cellular response to nitrogen starvation",11,"GABARAPL3, MAP1LC3B, NPRL2, RB1CC1, GABARAPL1, MAP1LC3A, ATG7, BECN1, MAP1LC3B2, ATG5, GABARAPL2",0.276380835254355,0.000194573306677492,0.0160327378443177,0.001,0.0248996415770609
GO:0007020,"microtubule nucleation",21,"NDE1, NIN, DCTN1, CENPJ, CLASP1, RANBP9, AKAP9, CLASP2, NDEL1, TUBG2, TUBGCP6, TUBGCP4, CSNK1D, TUBG1, TUBGCP5, BLOC1S2, GOLGA2, MZT1, SLAIN2, TUBGCP3, TUBGCP2",0.137095613445995,0.000205327702627711,0.0160327378443177,0,0
GO:0007143,"female meiotic division",18,"SPIRE1, TUBB8, MASTL, PRKAR1A, HSF1, MEIKIN, MLH3, LFNG, FMN2, CDC25B, PPP2R1A, FBXO5, SYCP2, RAD51C, MLH1, AURKA, SPIRE2, PLK1",0.180571914381179,0.000167934836733274,0.0160327378443177,0,0
GO:0019405,"alditol catabolic process",5,"GK3P, GK5, GPD2, GK, TPI1",0.189018439228855,0.000196473424855403,0.0160327378443177,0,0
GO:0019563,"glycerol catabolic process",5,"TPI1, GPD2, GK5, GK, GK3P",0.189018439228855,0.000196473424855403,0.0160327378443177,0,0
GO:0032042,"mitochondrial DNA metabolic process",17,"PPARGC1A, POLG2, RRM2B, POLG, DNA2, LONP1, PARP1, LIG3, FLCN, DNAJA3, TEFM, STOML2, MGME1, PID1, SESN2, SLC25A33, PRIMPOL",0.160770206027133,0.000180153197302468,0.0160327378443177,0,0
GO:0043562,"cellular response to nitrogen levels",11,"MAP1LC3B, RB1CC1, MAP1LC3B2, ATG5, GABARAPL2, BECN1, GABARAPL3, ATG7, NPRL2, GABARAPL1, MAP1LC3A",0.276380835254355,0.000194573306677492,0.0160327378443177,0.001,0.0248996415770609
GO:0051415,"interphase microtubule nucleation by interphase microtubule organizing center",6,"MZT1, TUBGCP5, TUBGCP6, TUBGCP3, TUBGCP2, TUBGCP4",0.253141591834663,0.00020539998101976,0.0160327378443177,0.0004,0.0151846994535519
GO:0051418,"microtubule nucleation by microtubule organizing center",6,"TUBGCP2, MZT1, TUBGCP6, TUBGCP3, TUBGCP4, TUBGCP5",0.253141591834663,0.00020539998101976,0.0160327378443177,0.0004,0.0151846994535519
GO:0086016,"AV node cell action potential",5,"TRPM4, CACNA1G, SCN4B, CACNB2, CACNA1C",0.298335405640325,0.000183489740803178,0.0160327378443177,0.0002,0.00985390070921986
GO:0086027,"AV node cell to bundle of His cell signaling",5,"CACNA1C, CACNA1G, SCN4B, CACNB2, TRPM4",0.298335405640325,0.000183489740803178,0.0160327378443177,0.0002,0.00985390070921986
GO:1901858,"regulation of mitochondrial DNA metabolic process",7,"FLCN, LONP1, STOML2, PPARGC1A, STOX1, PID1, LIG3",0.233786280444475,0.000184589999589146,0.0160327378443177,0.0008,0.0221418326693227
GO:1902414,"protein localization to cell junction",7,"DLG5, SCRIB, NECTIN1, DSP, ACTN4, MPP7, NECTIN3",0.223353638028319,0.000177423642867214,0.0160327378443177,0,0
GO:1903799,"negative regulation of production of miRNAs involved in gene silencing by miRNA",5,"BCDIN3D, PPP3CA, ESR1, NCOR2, NCOR1",0.219791810436003,0.000193701056188322,0.0160327378443177,0.0002,0.00985390070921986
GO:2000322,"regulation of glucocorticoid receptor signaling pathway",8,"ARNTL, PPP5C, CLOCK, CRY1, PER1, CRY2, LMO3, PHB",0.270154388402348,0.000189954825056904,0.0160327378443177,0.0006,0.019569014084507
GO:0014874,"response to stimulus involved in regulation of muscle adaptation",10,"RPS6KB1, HDAC4, NOL3, CASQ1, SELENON, MTMR4, MYOG, FBXO32, PPARGC1A, AGT",0.150765421167628,0.00020860774125453,0.016102199761058,0,0
GO:0036035,"osteoclast development",9,"FOXP1, ANXA2, FBN1, SRC, SLC9B2, GPR68, LRRK1, PAFAH1B1, ATP6AP1",0.212724719659692,0.000216749253492021,0.0161909361721406,0.0004,0.0151846994535519
GO:0043201,"response to leucine",6,"UBR2, RPS6KB1, UBR1, PIK3C3, SESN2, PPARGC1A",0.192585784380544,0.000215700993664636,0.0161909361721406,0,0
GO:0097503,"sialylation",18,"ST8SIA4, ST8SIA2, ST8SIA1, ST3GAL6, ST3GAL2, ST3GAL3, ST3GAL4, ST6GALNAC3, ST6GALNAC6, ST8SIA5, ST3GAL5, ST6GALNAC1, ST6GAL1, ST6GALNAC5, ST6GAL2, ST3GAL1, ST6GALNAC4, ST8SIA3",0.122076142543647,0.000215940975612949,0.0161909361721406,0.0002,0.00985390070921986
GO:0006189,"'de novo' IMP biosynthetic process",6,"ADSL, GART, PPAT, PAICS, PFAS, ATIC",0.180706295668206,0.000224108810838008,0.016562594775443,0.0002,0.00985390070921986
GO:0000301,"retrograde transport, vesicle recycling within Golgi",20,"RGPD4, GOLGA4, OPTN, COG3, SYS1, SORL1, RGPD3, RAB6A, CUX1, PACS1, DNAJC28, GCC2, COG1, TRIP11, GOLGA5, GOLGA1, GCC1, BICD2, COG4, RAB33B",0.125793820877789,0.000233941714923969,0.0168763875594022,0,0
GO:0000726,"non-recombinational repair",64,"H2AFX, NSMCE2, MDC1, PRKDC, BABAM1, HIST1H4E, DCLRE1C, HIST1H4K, KAT5, HIST1H4C, LIG4, NBN, TP53BP1, HIST4H4, XRCC4, BRCA1, MLH1, NHEJ1, HMG20A, RNF138, MRE11, SLX4, HIST1H4A, RAD50, HIST1H4H, SMC5, XRCC6, LIG3, DCLRE1A, KDM2A, HIST1H4J, DCLRE1B, RNF168, ATP23, SETMAR, HIST1H4D, PSMD14, HIST1H4F, BARD1, UVRAG, HIST1H4B, RIF1, PAXIP1, KDM4D, HERC2, BRCC3, RAD52, HIST1H4I, ATM, UBE2N, RBBP8, HIST1H4L, UBE2V2, HIST3H3, TFIP11, POLA1, UIMC1, PIAS4, XRCC5, POLM, SUMO1, PRPF19, RNF8, POLL",0.131269946277933,0.000235642664929037,0.0168763875594022,0,0
GO:0006282,"regulation of DNA repair",66,"BRCC3, TERF2IP, ERCC8, RPS3, USP1, DEK, EYA4, FIGN, AXIN2, HMGB1, TIMELESS, KDM1A, OTUB1, HELB, APEX1, FIGNL2, TRIP12, OGG1, UIMC1, SPIDR, TERF2, SETMAR, UBE2V2, CUL4A, NUDT16, APBB1, NPAS2, H2AFX, FIGNL1, POLH, PARPBP, RNF168, RNF8, CDK9, RNF169, PRKCG, RTEL1, KDM4D, MGMT, DDX11, PPP4R2, BRCA1, EYA3, SLF1, BABAM1, RPA2, PCNA, CEBPG, RIF1, PML, TIGAR, FAM168A, RAD52, TRIM28, EGFR, TMEM161A, SIRT1, EYA2, PPP4C, SLF2, TFIP11, UBE2N, UBR5, TWIST1, EYA1, RECQL5",0.112013644802967,0.000235277616959073,0.0168763875594022,0,0
